"MolWeight"	"nAtoms"	"numC"	"numN"	"numP"	"numO"	"numHydrogen"	"CNRatio"	"XLogP"	"Fsp3"	"MW"	"LipinskiFailures"	"nRotB"	"MLogP"	"nAtomLAC"	"nAtomP"	"nAtomLC"	"nB"	"nBase"	"nAtom"	"nAromBond"	"naAromAtom"	"ALogP"	"ALogp2"	"AMR"	"nAcid"	"nA"	"nR"	"nN"	"nD"	"nC"	"nF"	"nQ"	"nE"	"nG"	"nH"	"nI"	"nP"	"nL"	"nK"	"nM"	"nS"	"nT"	"nY"	"nV"	"nW"	"nSmallRings"	"nAromRings"	"nRingBlocks"	"nAromBlocks"	"nRings3"	"nRings4"	"nRings5"	"nRings6"	"nRings7"	"nRings8"	"nRings9"	"tpsaEfficiency"	"Zagreb"	"WPATH"	"WPOL"	"WTPT.1"	"WTPT.2"	"WTPT.3"	"WTPT.4"	"WTPT.5"	"VAdjMat"	"VABC"	"TopoPSA"	"topoShape"	"geomShape"	"PetitjeanNumber"	"MDEC.11"	"MDEC.12"	"MDEC.13"	"MDEC.14"	"MDEC.22"	"MDEC.23"	"MDEC.24"	"MDEC.33"	"MDEC.34"	"MDEC.44"	"MDEO.11"	"MDEO.12"	"MDEO.22"	"MDEN.11"	"MDEN.12"	"MDEN.13"	"MDEN.22"	"MDEN.23"	"MDEN.33"	"khs.sLi"	"khs.ssBe"	"khs.ssssBe"	"khs.ssBH"	"khs.sssB"	"khs.ssssB"	"khs.sCH3"	"khs.dCH2"	"khs.ssCH2"	"khs.tCH"	"khs.dsCH"	"khs.aaCH"	"khs.sssCH"	"khs.ddC"	"khs.tsC"	"khs.dssC"	"khs.aasC"	"khs.aaaC"	"khs.ssssC"	"khs.sNH3"	"khs.sNH2"	"khs.ssNH2"	"khs.dNH"	"khs.ssNH"	"khs.aaNH"	"khs.tN"	"khs.sssNH"	"khs.dsN"	"khs.aaN"	"khs.sssN"	"khs.ddsN"	"khs.aasN"	"khs.ssssN"	"khs.sOH"	"khs.dO"	"khs.ssO"	"khs.aaO"	"khs.sF"	"khs.sSiH3"	"khs.ssSiH2"	"khs.sssSiH"	"khs.ssssSi"	"khs.sPH2"	"khs.ssPH"	"khs.sssP"	"khs.dsssP"	"khs.sssssP"	"khs.sSH"	"khs.dS"	"khs.ssS"	"khs.aaS"	"khs.dssS"	"khs.ddssS"	"khs.sCl"	"khs.sGeH3"	"khs.ssGeH2"	"khs.sssGeH"	"khs.ssssGe"	"khs.sAsH2"	"khs.ssAsH"	"khs.sssAs"	"khs.sssdAs"	"khs.sssssAs"	"khs.sSeH"	"khs.dSe"	"khs.ssSe"	"khs.aaSe"	"khs.dssSe"	"khs.ddssSe"	"khs.sBr"	"khs.sSnH3"	"khs.ssSnH2"	"khs.sssSnH"	"khs.ssssSn"	"khs.sI"	"khs.sPbH3"	"khs.ssPbH2"	"khs.sssPbH"	"khs.ssssPb"	"Kier1"	"Kier2"	"Kier3"	"HybRatio"	"fragC"	"FMF"	"ECCEN"	"SP.0"	"SP.1"	"SP.2"	"SP.3"	"SP.4"	"SP.5"	"SP.6"	"SP.7"	"VP.0"	"VP.1"	"VP.2"	"VP.3"	"VP.4"	"VP.5"	"VP.6"	"VP.7"	"SPC.4"	"SPC.5"	"SPC.6"	"VPC.4"	"VPC.5"	"VPC.6"	"SC.3"	"SC.4"	"SC.5"	"SC.6"	"VC.3"	"VC.4"	"VC.5"	"VC.6"	"SCH.3"	"SCH.4"	"SCH.5"	"SCH.6"	"SCH.7"	"VCH.3"	"VCH.4"	"VCH.5"	"VCH.6"	"VCH.7"	"C1SP1"	"C2SP1"	"C1SP2"	"C2SP2"	"C3SP2"	"C1SP3"	"C2SP3"	"C3SP3"	"C4SP3"	"ATSp1"	"ATSp2"	"ATSp3"	"ATSp4"	"ATSp5"	"ATSm1"	"ATSm2"	"ATSm3"	"ATSm4"	"ATSm5"	"ATSc1"	"ATSc2"	"ATSc3"	"ATSc4"	"ATSc5"
"neg_DANCE_RDvsIR_2021_EM_Esccal_Int3_RC4_1_11944"	249471.060512704	17595	11889	1375	25	3997	14551	2606.67857142857	113.458	232.864549568322	249655.512633856	786	4682	1399.91	1118	6228	8547	18850	222	32146	0	0	-252.2105	3632.02010271	65054.2773	232	291	0	7	13	3	0	17	13	374	0	15	45	42	13	11	24	9	0	60	0	1727	1002	1266	813	25	6	335	1339	22	0	0	161.151768610483	92034	2375286	29951	35404.3104070015	990.15351563035	15796.1148898814	10638.5139615704	4231.58665125841	3051.89213048862	0	81246.0399999999	458.500979575979	0	236.921852601378	236.879682119504	1331.00201556965	2185.23312758754	246.602314091593	4518.95513675673	10662.6366017426	457.081883101431	6328.34215791092	656.855600743847	71.7467931630339	1175.13033200436	1306.63525737725	447.733009228879	13.3475672093241	90.1095381628944	18.7031253043804	236.601419974119	195.717285948307	53.5647788101745	0	0	0	0	2	2	1066	23	2078	0	202	2553	2115	0	14	1138	2009	327	235	0	156	1	1	457	60	8	5	42	236	274	31	91	0	1412	1332	1147	67	138	0	0	0	0	0	0	0	25	0	10	5	29	24	3	53	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14546.2396190478	6547.84694805352	3810.63782659881	233.188926892951	1788468.06000001	291.644997702897	491475	12823.573163131	8356.60256124586	7791.61148564213	6388.45153346854	5148.68197801381	4113.30610403847	2927.39955282457	2113.88089548339	9882.50440305166	5764.40784907966	4496.93528642103	3187.46504039533	2251.8622600677	1538.94400178777	943.788376158774	592.773031044018	3332.93304413752	5157.51623459036	7554.30463419365	1267.83494715504	1749.74546077478	2187.37981008732	1501.56077906916	57.2201366048198	440.231727889188	37.3481301156365	655.896683133301	20.8868282721399	126.311772928482	10.6554088538902	6.29412190279391	7.74311961700024	34.6121752320073	164.649218052216	333.66382333562	4.72536043694572	5.6609194477867	19.0488587424927	71.3983702450859	115.515453415574	8	6	1245	4012	929	2050	2663	388	76	1167568.34385913	1386420.01298796	1988234.01787935	2153866.9316747	2061664.66253651	22660.3522679841	22117.027874606	32398.7964549599	36556.5206869953	36393.1276990616	557.782517547474	-252.440998871054	-41.3915417057506	47.060497609478	-68.5904542600507
"neg_DANCE_RDvsIR_2021_EM_Esccal_Int4_BC2_1_11994"	284376.560098646	20047	13539	1506	34	4626	16707	2941.77023809524	112.022	271.814765844249	284580.199685797	894	5405	1598.31	1328	6950	9790	21467	269	36754	0	0	-295.9324	4309.55980974	73980.6639	270	319	0	8	16	4	0	12	17	389	0	9	43	48	15	13	29	14	0	60	0	1970	1129	1452	908	29	8	359	1551	23	0	0	186.027061444433	104756	2669806	34089	40331.0651694054	1134.14636732286	18008.4461639271	12320.7025338017	4643.04663987538	3491.52216460858	0	93295.84	526.833843933844	0	271.989416446725	252.859255348617	1483.56794575516	2371.0168152684	270.887529880618	5118.98533777216	12146.1047544341	557.068292641031	7519.46443904694	764.006835138032	95.022509015985	1376.2015818337	1568.9129347888	529.268709326429	13.1222230132331	94.697872929831	19.3637468498962	249.848444457323	213.806869710799	62.6828820173536	0	0	0	0	1	1	1180	22	2421	2	252	2885	2487	0	14	1287	2201	381	269	1	166	4	1	494	67	8	7	52	249	314	31	99	0	1704	1478	1325	79	162	0	0	0	0	0	0	0	34	0	12	9	33	29	4	57	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16590.2934965168	7492.57316726318	4406.10978302874	272.201938670104	2040411.08000001	331.400038875692	557604	14612.588139005	9522.82044749005	8864.82989697955	7279.33156018462	5850.59529075091	4680.26254208173	3333.90475414416	2410.49416328546	11255.1137748199	6579.62281607152	5133.86755898463	3641.46859967287	2574.19126359574	1763.58761399236	1083.88841502718	682.568618917785	3789.97813335158	5856.78955160888	8603.31558192888	1445.23031588055	2004.32948967432	2525.87025678186	1702.97130948709	64.6366969533625	496.274005307115	39.8451489878685	747.389231219318	23.7941174013925	142.765171734978	11.9695204521419	7.19516947308452	9.15472937804087	38.261199267205	185.196775491798	379.230858920013	5.4732513948364	6.65098267303761	20.7509896262381	80.8410951341574	132.668209427075	10	6	1389	4507	1058	2349	3128	430	91	1324018.17438364	1572268.24221039	2254694.97271017	2444836.571972	2336139.03539681	25787.0715965505	25211.1047148071	36870.5766292094	41671.2601199572	41346.3308556892	641.871520531483	-288.704222870274	-50.7245068109376	52.1018656121694	-73.8076400210512
"neg_DANCE_RDvsIR_2021_EM_Esccal_Int5_RA7_1_11928"	241753.830012528	17040	11489	1305	35	3938	14113	2606.33888888889	104.8	227.361467647131	241930.613766794	769	4657	1356.9	1174	6008	8357	18223	217	31153	0	0	-231.1916	3672.1314614	62928.4438	252	269	0	8	15	5	0	14	14	343	0	11	38	40	13	10	21	12	0	56	0	1653	977	1216	778	18	11	317	1286	21	0	0	160.1704680755	88800	2290941	28754	34263.8552695291	966.86635487314	15356.8507315501	10473.8962394257	4013.49835956833	2972.21130789412	0	79844.0899999999	449.101834276834	0	231.905841860549	220.370775688889	1274.60817455252	2015.09859400277	218.408866809089	4307.25037941138	10278.0275588683	427.893127887789	6326.6863688796	561.012740459218	64.6576552494676	1180.37345801608	1317.84534820422	450.738994298994	12.4099167355124	90.4075795677187	16.8947589426722	224.521582769821	184.642740543785	47.5037676685518	0	0	0	0	2	1	1001	25	2040	1	206	2475	2037	0	15	1106	1908	347	212	1	150	3	1	431	60	8	1	58	217	253	27	87	0	1423	1300	1118	65	113	0	0	0	0	0	0	2	33	0	10	2	27	24	4	51	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14135.6086855414	6410.45455158688	3801.64076708292	227.675464101573	1720157.51	279.877567836508	476443	12427.8258897501	8093.95435305541	7528.99418324705	6157.64581163157	4946.27717767675	3944.99600876692	2804.6457793063	2019.93682196285	9560.11119952372	5572.11454761283	4327.20245677257	3050.85797904522	2140.82132654198	1456.68522016076	888.167657793268	553.171330067688	3191.64804200034	4911.35978932637	7155.52408574606	1194.57499111941	1631.94330778646	2023.64787542722	1445.74541880968	54.6216402946458	413.096482600371	33.0276836053631	624.132525783392	19.5288233022642	116.040487264372	9.48196477593231	4.55142632370919	6.48857014933669	33.9725129108757	156.427983752715	315.914055405345	4.06285110800944	5.26572194407967	18.7083727394277	67.2578511680233	107.60329064933	9	7	1209	3874	913	1967	2610	348	69	1116974.40303558	1323385.37447791	1891016.32875091	2038684.47465732	1943069.06060855	21950.439344882	21460.1077278767	31269.7890578495	35168.8887247171	34890.2853443425	544.663373829785	-248.182407862201	-37.3334558545948	43.1561809902704	-66.7918214186556
"neg_DANCE_RDvsIR_2021_EM_Esccal_Int6_GB1_1_12034"	291168.19618676	20520	13911	1544	37	4692	17154	3120.86746031746	129.814	276.637905382216	291382.973077953	928	5616	1650.02	1380	7171	10077	21955	279	37674	0	0	-254.4043	4399.46932305	76005.6008	276	339	0	9	17	6	0	17	20	420	0	13	43	56	19	12	33	14	0	52	0	2001	1149	1437	920	33	10	371	1554	33	0	0	189.922659778577	107038	2755480	34725	41267.5463851699	1164.00657080339	18288.2797143955	12479.7932863787	4754.60890622863	3580.27499178412	0	94790.28	539.16241911683	0	278.748299497636	278.8476798162	1581.80647722128	2530.94455934196	298.314773507004	5282.01000970465	12322.0511920903	533.660050038639	7265.1092742131	787.874869595735	99.9130857047704	1379.01570652499	1531.75483468979	539.660553876461	14.4422861060833	97.155318054042	18.138451038876	255.613630234934	202.326363228547	65.9854226530804	0	0	0	0	3	3	1243	26	2510	1	283	2972	2448	0	12	1390	2234	381	273	1	172	5	1	533	70	5	6	54	234	318	38	99	0	1644	1590	1343	69	132	0	0	0	0	0	0	1	36	0	10	9	35	30	4	63	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17009.8261374463	7728.22910254031	4602.47662870664	276.910639249186	2094999.09000001	337.941913082885	573996	14961.1831294682	9746.71669486725	9075.57047498328	7410.1945964203	5964.00523841661	4774.64245422861	3400.90155337424	2452.80464572005	11555.1478761148	6750.92815501579	5266.10781040476	3724.25407005198	2631.54952230621	1802.63053090676	1108.80478685613	695.775915238031	3848.18424578283	5951.99336032631	8753.01663839374	1478.06170826448	2048.27604251333	2581.52013110077	1743.9090996087	66.3855942028505	504.598613121446	43.235655044926	766.981009407033	25.0546892887373	148.057987004155	13.6201157150452	8.1593732737023	10.8532542106313	39.4295081947064	191.97046269272	389.674423491068	6.25156268351244	7.97906146692594	21.7492160454014	83.9050258195818	137.44274266096	6	7	1492	4610	1116	2432	3147	452	87	1358553.4450088	1611788.96880465	2308499.62316021	2501091.68437981	2388830.02451892	26474.7043013169	25821.732642151	37665.8453554	42424.375171774	42143.1180587957	648.256743825625	-295.219183395493	-42.5901561268134	51.2753647821696	-81.531179708183
"neg_DANCE_RDvsIR_2021_EM_Esccal_Rd1_GA5_1_12030"	307457.531197251	21695	14780	1580	41	4973	18150	3236.18531746032	159.219	289.528325722864	307684.492424338	974	5834	1754.29	1434	7570	10668	23251	288	39845	0	0	-244.2894	4718.52991882	80578.2732	301	320	0	11	13	4	0	19	16	402	0	15	41	50	17	10	29	12	0	58	0	2156	1245	1556	992	26	11	389	1697	33	0	0	197.542150317943	113432	2926569	36908	43675.2248144497	1223.47466021637	19152.6499835291	13241.7292970336	4879.49848973858	3767.91431965012	0	99589.42	569.091228216228	0	293.531108966177	293.223585777778	1668.00731666627	2662.66894322777	293.119389666807	5605.44388867694	13357.5340475976	548.570201609026	8048.46759282166	784.476566344352	81.7695343331911	1472.02398804052	1657.32298734554	547.38747848975	14.4590501875334	98.7755514930913	20.4017082678686	254.72872949784	214.75486446242	66.6230879014238	0	0	0	0	1	3	1305	34	2660	2	272	3163	2617	0	17	1410	2455	426	265	1	175	3	1	513	68	5	7	55	261	340	31	109	0	1812	1616	1431	76	116	0	0	0	0	0	0	1	40	0	9	9	34	32	5	62	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17929.6712117266	8120.51080769969	4796.62406495258	289.918681219413	2226466.15000001	359.700655442881	611171	15800.6652568288	10310.3548267656	9591.60128379539	7881.91554785856	6357.92560747304	5084.693638897	3632.94043346462	2621.39719308079	12215.1844848313	7143.19344806089	5576.56247901211	3958.43500025861	2802.14868837082	1920.30537452824	1182.34004025229	741.31370751586	4078.09584528042	6331.18267623664	9288.74889598958	1566.80342615615	2174.12242704064	2730.90864913881	1830.58636230665	66.5549449733443	528.691196410833	40.2159181146848	810.42212775092	25.5188519458826	154.615992060944	13.0366817105667	6.48394830842136	8.93145307218245	40.9694616246898	200.607626363973	410.167994933003	5.17037536663385	6.80262855262054	22.6900811231756	87.6497839720251	143.144959432751	7	12	1496	4975	1218	2510	3363	487	87	1441736.09634835	1712227.22260761	2456490.14913486	2661242.69234868	2535723.24123171	27866.8316395725	27288.5908633319	39849.3206661607	45044.1280944057	44617.8319495885	681.868766068332	-310.42208368537	-44.29989153912	47.322777127505	-76.1863220348677
"neg_DANCE_RDvsIR_2021_EM_Esccal_Rd2_BD6_1_12009"	281057.28769737	19785	13399	1490	36	4497	16559	3037.94523809524	152.223	270.720010141651	281267.470425546	866	5346	1589.03	1269	6799	9561	21181	270	36344	0	0	-211.2685	4195.27588099	73217.5343999999	276	333	0	12	16	8	0	17	18	412	0	10	42	52	12	14	32	16	0	58	0	1944	1088	1402	883	30	13	388	1481	32	0	0	182.482687204865	103424	2642178	33589	39790.2840496786	1123.70921432495	17667.6874431004	11973.6305072038	4591.59280132164	3453.2422708966	0	90954.9700000001	520.631016206016	0	269.065781967456	284.024200335685	1528.0774651082	2525.46314103916	289.428505400884	5063.99017123157	11949.251960167	543.626206230459	7232.95227210394	768.828857718478	90.0169587533085	1311.58505824589	1478.3391332568	536.65272011397	15.1485522894585	94.4060058539535	20.5342175432866	233.800820536646	204.6704695043	63.6717965868813	0	0	0	0	0	2	1230	27	2374	0	246	2828	2458	0	18	1317	2141	357	273	1	172	2	1	496	70	6	9	44	230	310	39	99	0	1568	1505	1316	61	161	0	0	0	0	0	0	2	34	0	15	10	40	23	5	56	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16376.6770215789	7369.93605566253	4324.72191742073	271.007108611441	2034011.86000001	326.471102433827	546000	14429.522545504	9393.52761319351	8766.23376066724	7157.88568894129	5783.25102659375	4616.26195053404	3288.20500416945	2376.65828198631	11159.3206497066	6530.29302871402	5113.7309812369	3628.53489674283	2576.09526594296	1760.608460481	1083.19024157927	680.590572732911	3737.62563464537	5807.85408656205	8500.84866267493	1449.36472075103	2017.16478215738	2525.15565200573	1698.83011453955	66.0059343786449	490.830981305145	41.561278535495	751.901835097833	24.5944077750105	143.284941505509	12.1458797379327	7.56119487686896	10.4734949513847	41.2664078027898	188.767831998682	377.523930741498	5.80866999813622	7.72169403790963	23.0603336297088	83.1316476713209	133.947385329216	7	11	1387	4385	1056	2362	3064	474	85	1313813.88371523	1560183.0180362	2237641.81707591	2423856.76585743	2323544.1988404	25590.9631032325	24926.4505285317	36469.056241691	41088.6384943251	41067.9939618394	628.245871625773	-286.474527210075	-41.547809162317	50.4201123350353	-78.7801922638046
"neg_DANCE_RDvsIR_2021_EM_Esccal_Rd3_GA3_1_12028"	311175.690695378	21951	14870	1688	40	4980	18053	3152.02301587302	149.749	287.513577368528	311404.190387244	983	5816	1757.61	1414	7727	10722	23544	272	40004	0	0	-289.5365	4522.84729383	81317.3281	315	347	0	10	16	4	0	17	18	448	0	13	54	40	15	15	29	12	0	62	0	2190	1283	1580	1026	27	14	429	1691	29	0	0	201.233184580875	114908	2969174	37231	44204.6369242217	1239.48511844325	19629.6181405869	13241.9382651062	5220.71686975971	3814.58908938994	0	100917.57	573.742624042624	0	296.411500901608	270.693887296001	1613.00967118324	2557.40719439652	265.089094531621	5693.99265732461	13554.8468956116	528.517667199409	8015.8839288263	717.971916939039	88.0116526737221	1478.04053071701	1614.59675150906	545.404175303889	14.9765492505177	104.312187561533	20.4451283595114	294.557342318852	247.474735473753	73.807040579883	0	0	0	0	2	1	1272	28	2611	1	268	3280	2594	0	21	1434	2497	445	260	1	173	4	1	548	76	6	4	76	278	354	30	123	0	1792	1676	1399	77	157	0	0	0	0	0	0	2	38	0	7	8	35	32	5	79	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18110.1887779659	8179.99327001484	4818.73117840952	287.878042613912	2214441.81000001	366.92265887223	616930	15977.8853721922	10430.8363101103	9727.52150572399	7968.03518177328	6435.80614860392	5142.94199429606	3671.61307315182	2658.77136720224	12312.845697833	7200.71970706643	5608.76879801647	3970.89310681084	2805.78428228572	1918.01163105559	1175.94928206351	739.605282186064	4119.66252271325	6385.17313138984	9338.09056467036	1552.09970355346	2136.91926310086	2661.64465057206	1867.07356367454	70.8958280781956	536.774881654104	42.9854225618682	806.441186926369	23.9658902488683	150.926633427664	11.3974771311157	6.74104532785259	9.66167628092532	45.8681746950257	209.364427458614	421.350002376274	5.45507963319753	7.23892784216658	25.4046991694355	90.9779237205964	144.998697681005	7	15	1559	5111	1205	2479	3330	464	76	1458271.85125469	1731732.61702267	2483184.85365115	2681221.69045267	2564131.03556882	28292.0314324158	27758.308563787	40481.4495464771	45493.1938220297	45243.9833953186	690.986985058649	-314.633232469152	-46.3610946870776	53.883585626212	-83.6989007851136
"neg_DANCE_RDvsIR_2021_EM_Esccal_Rd4_RB6_1_11938"	292769.460515406	20656	13960	1551	40	4776	17157	3121.73214285714	68.613	279.86754739628	292979.581494379	938	5594	1654.6	1366	7078	10112	22115	280	37813	0	0	-317.0025	4521.72390377	76236.1155	297	331	0	12	15	6	0	20	19	403	0	13	45	48	17	10	27	13	0	60	0	2035	1163	1478	933	29	10	382	1586	28	0	0	194.542686791858	107860	2742329	35030	41553.5109305539	1175.85825983686	18506.5029909512	12709.2983246091	4765.81763030651	3613.50463333639	0	96542.1299999999	546.117693417693	0	281.953991385777	254.068660024644	1503.0787950319	2361.86178934046	269.551761367108	5231.26046024079	12500.4353391506	554.939712029305	7584.91732634094	748.394592156331	93.8928926963447	1436.87933861157	1573.28014932323	525.131061399263	16.2022022981529	107.170189611304	19.3941778282907	259.395348892805	214.548712145197	59.0467392043039	0	0	0	0	1	1	1183	27	2487	2	268	2986	2545	0	15	1358	2297	390	264	2	186	3	1	518	64	5	7	48	257	318	31	96	0	1768	1540	1357	72	153	0	0	0	0	0	0	2	38	0	10	8	33	30	2	52	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17099.1933485674	7750.91045058356	4597.74733604913	280.143095179927	2082076.96000001	341.423876039294	574327	15056.4355458434	9812.83105536465	9132.49640877275	7482.2155482134	6032.1520747341	4816.71863154603	3429.95987483139	2472.76503934487	11583.1069211611	6770.35685737266	5280.33502513957	3745.84260495724	2647.87360709589	1809.50670062086	1110.94519494751	696.727764095438	3880.89305758484	6018.32530277831	8823.29177366175	1483.96373013991	2056.69668677634	2580.19297727168	1746.43094473449	62.3086648856537	505.550318454478	40.5637020349268	766.357425049981	24.1936361814455	146.76174614975	12.6529452009218	7.14929361831645	9.84559330705764	40.2636530107508	192.958434060106	392.372391154634	5.44676495773675	7.16752507824679	22.2728308835335	84.1542612368077	136.562897978098	7	10	1456	4675	1116	2385	3199	444	93	1359341.97698398	1614129.67737209	2314015.7474911	2506221.35232474	2394665.54953062	26496.6949822992	25918.9207886888	37901.4422270299	42794.2251742643	42509.456644447	660.008937011266	-296.828356799247	-48.7475710488315	50.5827071373599	-77.3541789395344
"neg_DANCE_RDvsIR_2021_EM_Esccal_Rd5_BC3_1_11995"	302985.573484086	21360	14450	1606	42	4911	17822	3199.12698412699	148.68	289.637694741395	303203.737226211	930	5751	1711.24	1483	7438	10435	22877	277	39182	0	0	-268.495600000001	4436.75369096	78949.3444	263	326	0	11	11	4	0	17	17	412	0	12	51	44	13	10	28	11	0	66	0	2106	1194	1550	967	31	12	423	1615	25	0	0	196.809981344483	111632	2850330	36171	42974.2521687511	1212.92707870908	19159.2463025467	13099.3734400094	4956.29624986886	3729.79089670372	0	98421.5799999999	561.516203241203	0	290.27465433343	301.53296037667	1629.83453487765	2729.00850152512	287.354900583393	5378.28167016571	12773.8690402926	546.457771785675	7874.17488993349	790.318007269407	83.47328337723	1411.29144587403	1650.56359504741	589.830750382099	14.4214365430079	100.093096317892	21.0149280208714	257.931673893834	233.84160355223	68.925966967611	0	0	0	0	3	0	1330	26	2587	2	279	3017	2589	0	16	1387	2384	395	275	1	180	5	0	515	71	4	8	66	259	337	39	115	0	1709	1620	1464	71	157	0	0	0	0	0	0	2	40	0	11	8	33	31	8	61	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17664.371029906	7975.74658501508	4694.14863740193	290.002319716826	2178086.10000001	357.518813584872	593575	15567.5313255444	10146.1840035545	9455.10788291528	7732.87102783511	6246.45985387603	4983.07072106033	3558.91606767899	2565.27760929942	12022.2825148743	7022.14905174646	5478.78194824111	3881.35552795386	2745.70890853198	1874.20084160207	1152.86359566546	722.747644009046	4008.05449372757	6231.05584724011	9111.7847725684	1537.16331323603	2127.58034869454	2658.81641902894	1819.72154391316	68.5989032074688	518.350108310282	40.9135137596978	798.226451403782	25.5397622763663	150.907911249336	12.5343045142488	7.75822200266966	10.7377854273399	44.6817792968006	203.381668163982	410.269231692538	6.14196635712414	8.02541111813988	24.9081969717586	89.28404873121	143.262321513554	6	12	1501	4783	1139	2567	3280	465	88	1409716.81084321	1673857.88673157	2400601.44021975	2593972.39123759	2483437.70297088	27481.8833700582	26936.1811870322	39323.7812462455	44234.1332478031	44069.9446290182	681.729199447014	-311.599398649587	-46.2902835392988	54.3546899343477	-82.6552795853462
"neg_DANCE_RDvsIR_2021_EM_Hedrha_Int1_BE1_1_12015"	277802.707155276	19636	13356	1432	27	4527	16237	2904.37142857143	88.294	261.52884547977	278000.220526989	864	5151	1585.74	1367	6806	9582	21085	241	35873	0	0	-323.491700000001	3710.56884045	72615.7275000001	249	267	0	5	12	8	0	23	12	346	0	8	24	44	21	11	21	8	0	34	0	1984	1140	1419	914	28	7	388	1543	18	0	0	180.667571350143	102936	2644597	33461	39573.3669217426	1111.82039068108	17405.2725706813	12089.0292520726	4408.83513605784	3419.12616974982	0	90179.6399999998	514.028111757523	0	265.678727184539	248.627772093855	1430.25564421993	2398.80038476794	258.106122188244	5060.47423469326	11903.9255956947	483.280545520381	7786.20145800862	668.462838638216	70.7421705303186	1271.07556501642	1485.81366727365	549.80687717895	11.9705243881529	97.2644493465957	19.0743120463463	233.290550137267	193.56677485619	54.0275363945802	0	0	0	0	3	2	1171	22	2296	2	268	2863	2431	0	24	1231	2278	371	237	3	162	5	0	445	58	6	2	68	239	277	24	121	1	1636	1423	1352	82	120	0	0	0	0	0	0	0	27	0	11	6	43	22	6	51	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16165.4335163231	7300.71024220047	4275.58286662668	262.104909740332	1994020.80000001	327.97981767436	550270	14281.1919315057	9337.49484768913	8689.32362950936	7143.43655961591	5787.83086102724	4658.16359299281	3358.0973534218	2434.31806747268	11018.6329893338	6437.47291401307	5016.55972737309	3566.2783347818	2526.47221574308	1749.12463480429	1080.08766587489	681.993067660316	3675.76962887194	5725.30110896292	8425.42966371513	1402.86035086497	1941.31419304678	2451.8297760565	1650.74200290851	57.3578115650449	471.8092120172	35.191702911688	722.927146035622	21.8881853050335	137.679562259257	11.4265955249368	6.9940279638072	8.40753417053732	38.9493380182894	192.203337930727	392.030375521697	5.08713165700303	5.68844731877171	19.7806033270959	82.1164107115095	135.386198833535	8	18	1351	4554	1084	2212	3037	423	78	1308246.50657417	1556951.71402877	2240507.58887825	2427098.01011195	2324100.24952578	25106.4767216937	24654.8695429347	36089.4627570527	40727.9896324701	40476.258828025	624.673656637048	-281.66530353812	-48.8669951391971	47.2785736278135	-60.2902603614568
